PS_BU,REG_STORE_NUM,REGION,STORE_NAME,STORE_ABBR,POSTYPE,ADDR1,ADDR2,CITY,STATE_PROVINCE,POSTAL_CODE,COUNTRY,PHONE,FAX,SERVERNAME,LASTUSER,TIMESTAMP
50008,xNEW,MA,Mid Atlantic Corporate,MAC,new,5515 Security Lane,Suite 900,Rockville,NULL,20852,USA,301-984-4874,301-984-4874,MAMAC,blantona,11/13/2009 17:02
50020,xNEW,NE,Northeast Corporate,NERCO4,new,930 Sylvan Ave,NULL,Englewood Cliffs,NJ,7632,USA,201-567-2090,201-567-2067,NENERCO4,blantona,11/13/2009 17:09
50024,xNEW,SO,South Regional Corporate Unit,SOC,new,1180 Upper Hembree Rd,NULL,Roswell,GA,30076,USA,678-638-5800,678-638-5800,SOSOC,Karen.Sm,1/7/2010 10:06
50038,xNEW,RM,Rocky Mountain Rgnl Corp Off,RMRCO,new,1821 30th St,Unit A,Boulder,CO,80301,USA,303-440-5220,303-938-8963,RMRMRCO,blantona,11/13/2009 17:16
50039,xNEW,PN,Pacific Northwest Regional Off,PNWCO,new,15 Lake Bellevue Drive,Suite 100,Bellevue,WA,Bellevue,USA,425-957-6700,425-467-1441,PNPNWCO,blantona,11/13/2009 17:19
10374,148,SP,Maui Mall Maui,MMM,RTX::HST,70 Kaahumanu Ave #B,NULL,Kahului,HI,96732,USA,808.872.3310,808.872.3320,SPMMM,MDM,11/1/2012 20:19
40010,NULL,RM,Rocky Mountain Kitchen,RMK,NULL,870 S Colorado Blvd,NULL,Glendale,CO,80246,USA,303-691-0101,303-691-0204,RMRMK,Karen.Sm,12/9/2009 12:57
60003,NULL,CEN,Whole Foods Produce,WFP,NULL,140 Westridge Drive,NULL,Watsonville,CA,95076,USA,831.722.0790,831.722.9055,CENWFP,Karen.Sm,12/31/2009 13:36
10234,416,NC,Novato,NOV,IBM::PST,790 DeLong Avenue,NULL,Novato,CA,94945,USA,415.878.0455,415.878.0466,NCNOV,MDM,11/1/2012 20:19
10239,317,SW,Park Lane,PKL,ACS::CST,8190 Park Lane,Suite 351,Dallas,TX,75231,USA,214.342.4850,214.342.4865,SWPKL,MDM,11/1/2012 20:19
10240,279,NE,Lake Grove,LGV,IBM::EST,120 New Moriches Rd,NULL,Lake Grove,NY,11755,USA,631-588-1466,631-588-2577,NELGV,MDM,11/1/2012 20:19
50016,xNEW,FL,Florida Corporate,FLC,new,6451 North Federal Highway,Suite 101,Ft Lauderdale,FL,33308,USA,954-489-2100,954-489-2101,FLFLC,Karen.Sm,1/21/2010 10:22
60016,NULL,OTHER,Select Fish,SEL,NULL,5980 1st Avenue S.,NULL,Seattle,WA,98108,USA,NULL,NULL,NULL,Karen.Sm,1/27/2010 12:52
10211,69,MA,Friendship Heights,CCH,IBM::EST,4420 Willard Ave.,NULL,Chevy Chase,MD,20815,USA,NULL,NULL,MACCH,MDM,11/1/2012 20:19
10276,567,MW,Schaumburg,SCH,IBM::CST,750 N. Martingale Road,NULL,Schaumburg,IL,60173,USA,847-585-5800,NULL,MWSCH,MDM,11/1/2012 20:19
10282,139,SP,Tarzana,TRZ,RTX::PST,"18700 W. Ventura Blvd,",Ste 190,Tarzana,CA,91356,USA,818.578.7840,512.499.7001,SPTRZ,MDM,11/1/2012 20:19
10300,280,NE,Darien,DAR,IBM::EST,150 Ledge Rd,NULL,Darien,CT,6820,USA,203.662.0577,203.662.0430,NEDAR,MDM,4/25/2013 16:27
10370,417,NC,Coddingtown,COD,IBM::PST,390 Coddingtown Mall,NULL,Santa Rosa,CA,95401,USA,707.542.7411,707.542.7412,NCCOD,MDM,11/1/2012 20:19
10358,318,SW,Fairview,FVW,ACS::CST,105 Stacy Road,NULL,Fairview,TX,75069,USA,972.549.4090,972.363.2280,SWFVW,MDM,11/1/2012 20:19
10351,10351,SO,Asheville,ASH,IBM::EST,70 Merrimon Ave.,NULL,Asheville,NC,28801,USA,828.254.5440,NULL,SOASH,MDM,5/16/2013 13:39
10409,10409,SO,Chattanooga,CHT,IBM::EST,301 Manufacturers Rd,NULL,Chattanooga,TN,37405,USA,NULL,NULL,SOCHT,MDM,11/1/2012 20:19
10399,160,SP,Huntington Beach,HTB,RTX::PST,7881 Edinger Ave.,NULL,Huntington Beach,CA,92647,USA,657.200.4200,512.499.7107,SPHTB,MDM,11/1/2012 20:19
10320,419,NC,Blossom Hill,BLL,IBM::PST,1146 Blossom Hill Road,NULL,San Jose,CA,95118,USA,408-266-3700,408-266-3710,NCBLL,MDM,11/1/2012 20:19
10362,420,NC,Haight,STN,IBM::PST,690 Stanyan St.,NULL,San Francisco,CA,94117,USA,415.876.6730,415.876.6730,NCSTN,MDM,11/1/2012 20:19
10280,384,RM,Trolley Square,TSQ,IBM::MST,544 South 700 East,NULL,Salt Lake City,UT,84102,USA,801.924.9060,NULL,RMTSQ,MDM,11/1/2012 20:19
10346,319,SW,Montrose,MTS,ACS::CST,701 Waugh Drive,NULL,Houston,TX,77019,USA,NULL,NULL,SWMTS,MDM,11/1/2012 20:19
10235,70,MA,Rockville White Flint,RWF,IBM::EST,11355 Woodglen Dr.,NULL,Rockville,MD,20852,USA,301.984.4880,NULL,MARWF,MDM,11/1/2012 20:19
10349,421,NC,Lafayette,LAF,IBM::PST,3502 Mt. Diablo Blvd,NULL,Lafayette,CA,94549,USA,925.284.5305,925.284.5315 ,NCLAF,MDM,11/1/2012 20:19
10338,10338,SO,North Raleigh,NRL,IBM::EST,8710 Six Forks Road,NULL,Raleigh,NC,27615,USA,N/A,N/A,SONRL,MDM,11/1/2012 20:19
10317,281,NE,Fairfield,FAI,IBM::EST,350 Grasmere Avenue,NULL,Fairfield,CT,6824,USA,203.319.9544,203.319.9530,NEFAI,MDM,4/25/2013 16:29
10321,10321,SO,McEwen,MCW,IBM::CST,1566 West McEwen Drive,NULL,Franklin,TN,37067,USA,615.550.5660,615.778.9737,SOMCW,MDM,11/1/2012 20:19
10401,161,SP,Encinitas,ENC,RTX::PST,"687 South Coast Hwy., Suite 101",NULL,Encinitas,CA,92024,USA,760.274.1580,512.499.7143 ,SPENC,MDM,11/1/2012 20:19
40011,xNEW,PN,The Commmissary,PNK,new,2285 West 4th Ave- 2nd lvl,NULL,Vancouver,BC,V6K1N9,CAN,604.739.6640,604.739.6649,PNPNK,knizej,2/13/2012 16:42
11111,11,EU,Giffnock,GFN,BEAN::GMT,124-134 Fenwick Road,NULL,Glasgow,UK,G46 6XN,UK,NULL,NULL,UKGFN,MDM,12/5/2012 10:27
10205,71,MA,Charlottesville,CHV,IBM::EST,1797 Hydraulic Road,NULL,Charlottesville,VA,22901,USA,434-973-4900,434-973-4650,MACHV,MDM,11/1/2012 20:19
10342,10342,SO,Merchants Walk,MER,IBM::EST,1311 Johnson Ferry Rd Suite 580,NULL,Marietta,GA,30068-2945,USA,NULL,NULL,SOMER,MDM,11/1/2012 20:19
10454,385,RM,Whole Foods Wine and Spirits,WAS,IBM::MST,2315 30th Street,NULL,Boulder,CO,80301,USA,NULL,NULL,RMWAS,MDM,11/1/2012 20:19
10448,72,MA,Ohio State,OST,CLOSED,1649 W. Lane Ave,NULL,Upper Arlington,OH,43221,USA,614.481.3400,614.481.0416,MAOST,MDM,3/4/2013 14:54
10268,568,MW,Square One,SQO,BEAN::EST,155 Square One Drive,NULL,Mississauga,ON,L5B 0E2,CAN,NULL,NULL,MWSQO,MDM,11/1/2012 20:19
10447,422,NC,Folsom,FOL,IBM::PST,270 Palladio Parkway,NULL,Folsom,CA,95630,USA,916-984-8500,916-984-8510,NCFOL,MDM,11/1/2012 20:19
10413,243,NA,Wellesley,WLY,IBM::EST,442 Washington St.,NULL,Wellesley,MA,2482,USA,781.235.7262,512.499.3824 ,NAWLY,MDM,4/25/2013 16:33
10414,73,MA,Foggy Bottom,GWU,IBM::EST,Square 54,2221 Eye Street NW,Washington,DC,20037,USA,202-296-1660,NULL,MAGWU,Charles.Gi,9/6/2011 9:57
10343,282,NE,Yonkers,YON,IBM::EST,33 Market Street,NULL,Yonkers,NY,10701,USA,914-378-8090,NULL,NEYON,MDM,11/1/2012 20:19
10376,321,SW,Oklahoma City,OKC,ACS::CST,6001 North Western Ave.,NULL,Oklahoma City,OK,73118,USA,405.879.3500,405.879.3530,SWOKC,MDM,11/1/2012 20:19
10422,569,MW,Minnetonka,MTK,IBM::CST,1001 Plymouth Road,NULL,Minnetonka,MN,55305,USA,952-797-5600,NULL,MWMTK,MDM,11/1/2012 20:19
10438,244,NA,Jamaica Plain,JMP,IBM::EST,415 Centre St.,NULL,Jamaica Plain,MA,2130,USA,617.553.5400,512.499.7297,NAJMP,MDM,4/25/2013 16:34
10193,821,FL,Pembroke Pines,PEM,IBM::EST,14956 Pines Blvd,NULL,Pembroke Pines,FL,33027,USA,954-392-3500,954-392-3501,FLPEM,MDM,11/1/2012 20:19
10444,326,SW,Vineyard,VND,ACS::CST,18403 Blanco Rd,NULL,San Antonio,TX,78258,USA,210.408.3110,210.480.3140,SWVND,MDM,11/1/2012 20:19
10443,10443,SO,Sharon Road,APK,IBM::EST,6610 Fairview Rd,NULL,Charlotte,NC,28210,USA,980.213.2400,704.367.6798,SOAPK,MDM,11/1/2012 20:19
10464,10464,SO,Cross Hill,CRH,IBM::EST,702 Cross Hill Rd,Suite 300,Columbia,SC,29205,USA,803-509-6700,NULL,SOCRH,MDM,4/4/2013 10:06
10468,165,SP,Newport Beach,NPT,RTX::PST,415 Newport Center Dr.,NULL,Newport Beach,CA,92660,USA,NULL,NULL,SPNPT,MDM,11/1/2012 20:19
10385,77,MA,West Lane,EYE,IBM::EST,1555 W Lane Ave,NULL,Upper Arlington,OH,43221,USA,111-111-1111,NULL,MAEYE,MDM,3/6/2013 11:56
10492,289,NE,Albany,ABN,IBM::EST,1425 Central Avenue,NULL,Albany,NY,12205,USA,551-574-1485,NULL,NEABN,knizej,6/16/2014 8:39
10574,364,SW,Woodlands,WDL,ACS::CST,1925 Hughes Landing Blvd,Suite 100,The Woodlands,TX,77380,USA,832-246-5600,NULL,SWWDL,MDM,3/18/2015 9:41
10478,824,FL,Tallahassee,TLH,IBM::EST,1817 Thomasville Road,NULL,Tallahassee,FL,32303,USA,850-513-4200,NULL,FLTLH,MDM,10/8/2013 15:25
10352,828,FL,Pompano Beach,POM,IBM::EST,2411 N. Federal Highway,NULL,Pompano Beach,FL,33062,USA,954-786-3500,NULL,FLPOM,MDM,1/28/2015 9:58
10529,829,FL,West Palm Beach,WPB,IBM::EST,1845 Palm Beach Lakes Blvd,NULL,West Palm Beach,FL,33401,USA,561-471-3800,NULL,FLWPB,MDM,2/25/2015 14:57
10339,822,FL,Carrollwood,CWD,IBM::EST,3802 Northdale Blvd,NULL,Tampa,FL,33624,USA,(813) 264-3600,NULL,FLCWD,MDM,5/16/2013 13:19
10509,248,NA,Charlestown,CHA,IBM::EST,51 Austin Street,NULL,Charlestown,MA,2129,USA,617-337-9700,NULL,NACHA,MDM,8/20/2013 7:58
10473,328,SW,Addison,ADN,ACS::CST,5100 Belt Line Rd Suite 1012,NULL,Addison,TX,75254,USA,(214) 854-3334,NULL,SWADN,MDM,7/16/2013 8:00
10472,330,SW,Yale,YLE,ACS::CST,9136 South Yale,NULL,Tulsa,OK,74137,USA,918-879-0493,918-879-0522,SWYLE,MDM,11/19/2013 8:57
10316,324,SW,Domain,DOM,ACS::CST,11920 Domain Drive,NULL,Austin,TX,78758,USA,512-831-3981,NULL,SWDOM,MDM,1/15/2014 9:06
10507,247,NA,Arlington Center,ART,IBM::EST,808 Massachusetts Ave,NULL,Arlington,MA,2476,USA,781-777-7200,NULL,NAART,MDM,9/17/2013 15:54
10483,286,NE,Port Chester,POC,IBM::EST,575 Boston Post Road,NULL,Port Chester,NY,10573,USA,914-708-1985,914-939-0887,NEPOC,MDM,10/22/2013 10:16
10556,393,RM,Bradburn,BDN,IBM::MST,4451 Main Street,NULL,Wesminster,CO,80031,USA,303-439-7000,NULL,RMBDN,MDM,12/9/2014 8:14
10532,391,RM,Draper,DPR,IBM::MST,11479 S State Street Unit B,Unit B,Draper,UT,84020,USA,000-000-0000,NULL,RMDPR,MDM,5/30/2014 8:06
10470,389,RM,Frisco,FCO,IBM::MST,261 Lusher Court,NULL,Frisco,CO,80443,USA,999-999-9999,NULL,RMFCO,MDM,4/29/2014 7:41
10451,288,NE,Marlboro,MAR,IBM::EST,113 Route 9 South,NULL,Marlboro,NJ,7726,USA,732-792-5900,NULL,NEMAR,MDM,5/21/2014 7:50
10512,252,NA,Hyannis,HYS,IBM::EST,990 Iyannough Road,NULL,Hyannis,MA,2601,USA,508-418-5900,NULL,NAHYS,MDM,5/13/2014 14:59
10581,173,SP,Flagstaff,FLG,RTX::MST,320 So Cambridge Ln,NULL,Flagstaff,AZ,86001,USA,928-774-5747,NULL,SPFLG,MDM,4/24/2014 13:15
10582,174,SP,Prescott,PRE,RTX::MST,1112 Iron Springs Rd,NULL,Prescott,AZ,86305,USA,928-445-7370,NULL,SPPRE,MDM,4/24/2014 13:14
10583,175,SP,Sedona,SED,RTX::MST,1420 West State Route 89A,NULL,Sedona,AZ,86336,USA,928-282-6311,NULL,SPSED,MDM,4/25/2014 15:01
10584,176,SP,San Luis Obispo,SLO,RTX::PST,1531 Froom Ranch Way,NULL,San Luis Obispo,CA,93405,USA,805-785-0194,NULL,SPSLO,MDM,4/24/2014 13:14
10515,825,FL,Clearwater,CLW,IBM::EST,27001 US 19 North,Suite 8520,Clearwater,FL,33761,USA,727-724-7100,NULL,FLCLW,MDM,3/10/2015 11:06
10462,253,NA,North Nashua,NNH,IBM::EST,225 Amherst Street,NULL,Nashua,NH,3063,USA,603-337-7550,NULL,NANNH,MDM,8/19/2014 8:31
10191,826,FL,Miami,MIA,IBM::EST,299 SE 3rd Street,NULL,Miami,FL,33131,USA,305-995-0600,NULL,FLMIA,menezesma,1/14/2015 8:52
10588,482,PN,Chambers Bay,CHB,IBM::PST,3515 Bridgeport Way,NULL,University Place,WA,98466,USA,253-534-4500,NULL,PNCHB,MDM,5/8/2015 8:06
10519,291,NE,Morristown,MOR,IBM::EST,110 Washington Street,NULL,Morristown,NJ,7960,USA,973-385-1900,NULL,NEMOR,MDM,4/22/2015 8:42
10569,587,MW,Elmhurst,ELM,IBM::CST,215 S Il Rte 83,NULL,Elmhurst,IL,60126,USA,630-993-7600,NULL,MWELM,MDM,5/27/2015 13:04
10345,578,MW,Hennepin,MIN,IBM::CST,222 Hennepin Avenue,NULL,Minneapolis,MN,55401,USA,612-313-7100,NULL,MWMIN,MDM,9/25/2013 8:03
10475,167,SP,River Road,RRD,RTX::MST,5555 East River Road,NULL,Tucson,AZ,85750,USA,n/a,NULL,SPRRD,MDM,4/15/2013 9:15
10537,478,PN,Greenway,GNW,IBM::PST,12220 SW Scholls Ferry Road,NULL,Tigard,OR,97223,USA,971-371-7000,NULL,PNGNW,MDM,5/21/2014 7:53
10289,581,MW,Yonge and Sheppard,YNG,BEAN::EST,4771 Yonge Street,NULL,North York,ON,M2N 5M5,CAN,416-730-1100,NULL,MWYNG,MDM,11/20/2014 8:52
10310,582,MW,Lansdowne Park,LDP,BEAN::EST,951 Bank Street,NULL,Ottawa,ON,K1S 3W7,CAN,613-565-7150,NULL,MWLDP,MDM,11/20/2014 8:48
10456,572,MW,Unionville,MKM,BEAN::EST,3997 Highway 7,NULL,Markham,ON,L3R1L5,CAN,NULL,NULL,MWMKM,MDM,11/1/2012 20:19
10508,245,NA,Brookline,BKL,IBM::EST,1026-1028 Beacon Street,NULL,Brookline,MA,2446,USA,617-202-0550,NULL,NABKL,MDM,5/16/2013 13:26
10498,333,SW,Highland Village,HLV,ACS::CST,4041 Waller Creek,NULL,Highland Village,TX,75077,USA,972-538-9710,972.538.9739,SWHLV,MDM,9/10/2014 11:10
10528,335,SW,Ambassador Caffery,AMB,ACS::CST,4247 Ambassador Caffery Parkway, ,Lafayette,LA,70508,USA,337-314-9653,NULL,SWAMB,MDM,10/30/2014 15:16
11114,14,EU,Cheltenham,CTM,BEAN::GMT,Gallagher Retail Park,NULL,Cheltenham,UK,GL51 9RR,UK,01242 542950,01242 542960,UKCTM,knizej,11/13/2012 11:39
10368,147,SP,Kailua,KAO,RTX::HST,629 Kailua Rd.,NULL,Kailua,HI,96734,USA,NULL,512.499.7144,SPKAO,MDM,11/1/2012 20:19
10485,284,NE,Wainscott (Closed),WAI,Closed,368 Montauk Hwy,NULL,Wainscott,NY,11975,USA,(631) 527-7120,NULL,NEWAI,stacie.chr,9/3/2012 9:25
10486,10486,SO,Jackson,JKN,IBM::EST,4500 1-55N Suite 99,NULL,Jackson,MS,39211,USA,601-608-0405,NULL,SOJKN,MDM,3/27/2014 10:43
10489,10489,SO,Savannah,SAV,IBM::EST,1821 East Victory Drive,NULL,Savannah,GA,31404,USA,912-358-5829,NULL,SOSAV,MDM,8/13/2013 9:24
10480,10480,SO,Poplar Avenue,PPL,IBM::EST,5014 Poplar Ave,NULL,Memphis,TN,38117,USA,901-969-4368,NULL,SOPPL,MDM,1/14/2014 9:17
10571,583,MW,Streeterville,STV,IBM::CST,255 E Grand Avenue,NULL,Chicago,IL,60611,USA,312-379-7900,NULL,MWSTV,MDM,1/28/2015 9:52
10437,164,SP,Laguna Niguel,LGN,RTX::PST,23932 Aliso Creek Rd.,NULL,Laguna Niguel,CA,92677,USA,NULL,512-499-7145,SPLGN,MDM,11/1/2012 20:19
10318,142,SP,Oxnard,OXN,RTX::PST,650 Town Center Dr,NULL,Oxnard,CA,93036,USA,805 751-4300,805-981-7523,SPOXN,MDM,8/20/2013 8:00
10510,249,NA,Melrose,MLR,IBM::EST,880 Main St,NULL,Melrose,MA,2176,USA,617-660-1311,NULL,NAMLR,MDM,7/24/2013 8:00
10494,xNEW,PN,North Burnaby,BNB,new,4420 Lougheed Highway,NULL,Burnaby,BC,GL V5C 3Z3,CAN,NULL,NULL,PNBNB,MDM,8/14/2015 8:27
10408,283,NE,East 57th Street,MTE,IBM::EST,226 East 57th Street,NULL,New York,NY,10022,USA,NULL,NULL,NEMTE,MDM,11/1/2012 20:19
10220,287,NE,Brooklyn,BKN,IBM::EST,214 3rd Street,NULL,Brooklyn,NY,11215-2702,USA,718-907-3622,NULL,NEBKN,MDM,3/11/2014 16:44
10377,75,MA,Wexford,WEX,IBM::EST,10576 Perry Highway,NULL,Wexford,PA,15090,USA,724-940-6100,724-940-6109,MAWEX,MDM,11/1/2012 20:19
10476,168,SP,Camelback,CMA,RTX::MST,4701 N. 20th Street,NULL,Phoenix,AZ,85016,USA,602-767-4750,602-688-8410,SPCMA,MDM,9/10/2013 8:21
10521,10521,SO,Mobile,MOB,IBM::EST,3968 Airport Blvd,NULL,Mobile,AL,36608,USA,251-206-7028,NULL,SOMOB,MDM,9/22/2015 8:05
10298,386,RM,Roaring Fork,BLT,IBM::MST,340 Reed Street,NULL,Basalt,CO,81621,USA,NULL,NULL,RMBLT,MDM,11/1/2012 20:19
10490,577,MW,Maple Grove,MGV,IBM::CST,12201 Elm Creek Boulevard,NULL,Maple Grove,MN,55369,USA,763 416-7300,NULL,MWMGV,MDM,7/17/2013 9:09
10576,292,NE,Clark,CLA,IBM::EST,1255 Raritan Road,NULL,Clark,NJ,7066,USA,732-381-1010,NULL,NECLA,MDM,8/7/2015 8:20
10591,xNEW,SO,Huntsville,HSV,new,2501 Memorial Parkway SW,NULL,Huntsville,AL,35801,USA,NULL,NULL,SOHSV,MDM,8/25/2015 12:37
10497,334,SW,Champions,CMP,ACS::CST,10133 Louetta Rd,NULL,Houston,TX,77070,USA,999-999-9999,NULL,SWCMP,MDM,6/30/2014 21:19
10523,332,SW,Colleyville,CLV,ACS::CST,4801 Colleyville Blvd,NULL,Colleyville,TX,76034,USA,999-999-9999,NULL,SWCLV,MDM,7/8/2014 11:23
10251,323,SW,Post Oak,POA,ACS::CST,1700 Post Oak Blvd,NULL,Houston,TX,77056,USA,713-346-0537,NULL,SWPOA,MDM,11/6/2014 8:53
10552,367,SW,Voss,VOS,ACS::CST,1407 S. Voss Rd,NULL,Houston,TX,77057,USA,713-789-4477,NULL,SWVOS,MDM,4/8/2015 8:19
10567,584,MW,DePaul,DPL,IBM::CST,959 West Fullerton Avenue,NULL,Chicago,IL,60614,USA,773-868-5200,NULL,MWDPL,MDM,2/25/2015 14:58
10516,xNEW,FL,Altamonte Springs,APS,new,303 E Altamonte Drive,NULL,Altamonte Springs,FL,32702,USA,NULL,NULL,FLAPS,MDM,9/10/2015 14:59
10568,586,MW,Chicago Edgewater,EWR,IBM::CST,6009 North Broadway,NULL,Chicago,IL,60660,USA,773-506-7600,NULL,MWEWR,MDM,4/29/2015 8:36
10474,327,SW,Katy,KTY,ACS::CST,6601 S Fry Rd,NULL,Katy,TX,77494,USA,281.769.5670,NULL,SWKTY,MDM,4/4/2013 10:23
10434,162,SP,Del Mar,DMR,CCP::PST,2600 Via De La Valle,Suite 100,Del Mar,CA,92014,USA,(858)436-9800,(858)369-7970,SPDMR,menezesma,4/13/2015 9:36
10504,390,RM,Wichita,WIC,IBM::CST,1423 N Webb Rd Ste 101,NULL,Wichita,KS,67206,USA,(316) 630-8484,NULL,RMWIC,MDM,9/3/2014 12:52
10499,79,MA,Columbia,KMQ,IBM::EST,10275 Little Patuxent Parkway,NULL,Columbia,MD,21044,USA,(240) 865-1827,NULL,MAKMQ,MDM,9/10/2014 9:49
11112,12,EU,Richmond,RCD,BEAN::GMT,1 Lower George Street,NULL,London,UK,GL TW9 1AB,UK,0208 334 4130,NULL,UKRCD,MDM,10/8/2013 11:10
10460,571,MW,West Des Moines,WDM,IBM::CST,4100 University Ave,NULL,West Des Moines,IA,50266,USA,515.343.2600,NULL,MWWDM,MDM,11/1/2012 20:19
10482,575,MW,South Bend,SBN,IBM::CST,4230 Grape Rd,NULL,Mishawaka,IN,46545,USA,574-247-5800,NULL,MWSBN,MDM,4/10/2013 9:49
10467,425,NC,Fremont Mowry,FRE,IBM::PST,3111 Mowry Ave,NULL,Fremont,CA,94538,USA,510-401-5880,510-401-5881,NCFRE,MDM,9/25/2013 8:07
10396,426,NC,Castro,CAS,IBM::PST,2001 Market Street,NULL,San Francisco,CA,94114,USA,415-626-1430,415-626-1402,NCCAS,MDM,11/5/2013 14:18
10452,251,NA,Lynnfield,LNF,IBM::EST,100 Market St,NULL,Lynnfield,MA,1940,USA,781 776-4300,NULL,NALNF,MDM,8/20/2013 10:47
10493,579,MW,Lincoln,LIN,IBM::CST,6055 O Street,NULL,Lincoln,NE,68510,USA,402-486-6000,NULL,MWLIN,MDM,12/11/2013 9:17
10564,480,PN,My Street Grocery 365,MYS,IBM::PST,4302 NE Sandy Blvd,NULL,Portland,OR,97213,USA,999-999-9999,NULL,PNMYS,MDM,5/21/2014 7:55
10436,477,PN,Lynnwood,LNW,IBM::PST, 2800 196th St. SW,NULL,Lynnwood,WA,98036,USA,425.775.1320,425.775.1329,PNLNW,MDM,9/5/2013 13:33
10419,570,MW,Edina,EDI,IBM::CST,7401 France Ave South,NULL,Edina,MN,55435,USA,952.830.3500,NULL,MWEDI,knizej,12/12/2012 17:02
50074,NULL,SO,Atlanta Technology Office,ATO,NULL,11660 Alpharetta Hwy,Suite 455,Roswell,GA,30076,USA,678.381.0802,NULL,NULL,knizej,9/7/2012 15:53
10534,81,MA,Ashburn,BMT,IBM::EST,19800 Belmont Chase Dr,Unit #160,Ashburn,VA,20147,USA,571-223-4440,NULL,MABMT,MDM,7/29/2015 12:16
10096,805,FL,Biscayne,BIS,IBM::EST,21105 Biscayne Blvd,NULL,Aventura,FL,33180,USA,305.933.1543,305.933.2567,FLBIS,MDM,11/1/2012 20:19
10130,806,FL,Boca Raton,BCA,IBM::EST,1400B Glades Rd,NULL,Boca Raton,FL,33431,USA,561.447.0000,561.447.0001,FLBCA,MDM,11/1/2012 20:19
10088,8004,FL,Coral Springs,CSP,IBM::EST,810 University Drive,NULL,Coral Springs,FL,33071,USA,954.753.8000,954.753.9504,FLCSP,saldanar,4/23/2008 9:17
10117,807,FL,Ft Lauderdale,FTL,IBM::EST,2000 N Federal Hwy,NULL,Ft Lauderdale,FL,33305,USA,954.565.5655,954.565.7505,FLFTL,MDM,11/1/2012 20:19
10069,801,FL,Plantation,PLA,CLOSED,7720 Peters Rd,NULL,Plantation,FL,33324,USA,954.236.0600,954.236.0656,FLPLA,MDM,2/9/2015 10:26
10085,808,FL,Winter Park,WPK,IBM::EST,1989 Aloma Ave,NULL,Winter Park,FL,32792,USA,407.673.8788,407.677.7640,FLWPK,MDM,11/1/2012 20:19
10054,5001,MA,Annapolis(closed),ANP,Closed,2504 Solomons Island Rd,NULL,Annapolis,MD,21401,USA,410.573.1800,410.573.1801,MAANP,blantona,5/5/2009 16:28
10114,49,MA,Harbor East,INH,IBM::EST,1001 Fleet St,NULL,Baltimore,MD,21202,USA,410.528.1640,410.528.1662,MAINH,MDM,11/1/2012 20:19
10064,26,MA,Mount Washington,MTW,IBM::EST,1330 Smith Ave,NULL,Baltimore,MD,21209,USA,410.532.6700,410.532.7002,MAMTW,MDM,11/1/2012 20:19
10048,2,MA,Bethesda,BET,IBM::EST,5269 River Rd,NULL,Bethesda,MD,20816,USA,301.984.4860,301.984.4870,MABET,MDM,11/1/2012 20:19
10180,52,MA,Kentlands,KTL,IBM::EST,316 Kentlands Blvd,NULL,Gaithersburg,MD,20878,USA,301.258.9500,301.670.3920,MAKTL,MDM,11/1/2012 20:19
10118,47,MA,Silver Spring,SSP,IBM::EST,833 Wayne Ave,NULL,Silver Spring,MD,20910,USA,301.608.9373,301.608.9366,MASSP,MDM,11/1/2012 20:19
10086,39,MA,Marlton,MRL,IBM::EST,940 Route 73 North,NULL,Marlton,NJ,8053,USA,856.797.1115,856.797.1660,MAMRL,MDM,4/25/2013 16:14
10053,9,MA,Devon,DEV,IBM::EST,821 Lancaster Ave,NULL,Wayne,PA,19087,USA,610.688.9400,610.688.9401,MADEV,MDM,11/1/2012 20:19
10052,5006,MA,North Wales,NWL,IBM::EST,1210 Bethlehem Pike,NULL,North Wales,PA,19454,USA,215.646.6300,215.542.2190,MANWL,vim,3/6/2003 10:00
10067,38,MA,Philadelphia,PHL,IBM::EST,2001 Pennsylvania Ave,NULL,Philadelphia,PA,19130,USA,215.557.0015,215.557.9521,MAPHL,MDM,11/1/2012 20:19
10112,41,MA,South Street,SOS,IBM::EST,929 South St,NULL,Philadelphia,PA,19147,USA,215.733.9788,215.733.9787,MASOS,MDM,11/1/2012 20:19
10058,17,MA,Wynnewood,WYN,IBM::EST,339 East Lancaster Ave,NULL,Wynnewood,PA,19096,USA,610.896.3737,610.896.9129,MAWYN,MDM,5/16/2013 13:37
10100,40,MA,Jenkintown,JEN,IBM::EST,1575 The Fairway,NULL,Jenkintown,PA,19046,USA,215.481.0800,215.481.0808,MAJEN,MDM,11/1/2012 20:19
10050,5009,MA,Annandale (closed),AND,CLOSED,6548 Little River Turnpike,NULL,Alexandria,VA,22312,USA,703.914.0040,703.914.8803,MAAND,kaluzaj,1/13/2006 10:03
10042,28,MA,Arlington,ARL,IBM::EST,2700 Wilson Blvd,NULL,Arlington,VA,22201,USA,703.527.6596,703.527.6568,MAARL,MDM,11/1/2012 20:19
10061,25,MA,Reston,RES,IBM::EST,11660 Plaza America Dr,NULL,Reston,VA,20190,USA,703.736.0600,703.736.0674,MARES,MDM,11/1/2012 20:19
10056,5012,MA,Springfield,SPR,IBM::EST,8402 Old Keene Mill Rd,NULL,Springfield,VA,22152,USA,703.644.2500,703.644.7447,MASPR,vim,3/6/2003 10:01
10049,3,MA,Tysons,TYS,IBM::EST,7511 Leesburg Pike,NULL,Falls Church,VA,22043,USA,703.448.1600,703.847.1441,MATYS,MDM,11/1/2012 20:19
